datetime,open,high,low,close
2024-10-12 02:30:00,1.09501,1.09528,1.09471,1.09476
2024-10-12 02:45:00,1.09476,1.0948,1.09407,1.094137
2024-10-12 03:00:00,1.094148,1.09444,1.09401,1.09432
2024-10-12 03:15:00,1.09431,1.0948,1.09424,1.09462
2024-10-12 03:30:00,1.09459,1.09472,1.09429,1.094345
2024-10-12 03:45:00,1.09434,1.09465,1.09424,1.095
2024-10-12 04:00:00,1.09452,1.09479,1.09431,1.094413
2024-10-12 04:15:00,1.094427,1.09453,1.09429,1.09443
2024-10-12 04:30:00,1.094413,1.09458,1.09429,1.09453
2024-10-12 04:45:00,1.09452,1.09455,1.09424,1.094342
2024-10-12 05:00:00,1.094337,1.0945,1.0942,1.09432
2024-10-12 05:15:00,1.09432,1.09465,1.09428,1.09439
2024-10-12 05:30:00,1.09439,1.09443,1.09419,1.09428
2024-10-12 05:45:00,1.09427,1.09441,1.09385,1.093913
2024-10-12 06:00:00,1.093927,1.09399,1.09383,1.093908
2024-10-12 06:15:00,1.093917,1.09397,1.09368,1.093768
2024-10-12 06:30:00,1.093768,1.09382,1.09347,1.09357
2024-10-12 06:45:00,1.09356,1.09371,1.09327,1.093328
2024-10-12 07:00:00,1.093317,1.09361,1.0932,1.093478
2024-10-12 07:15:00,1.093478,1.0938,1.09332,1.093707
2024-10-12 07:30:00,1.093723,1.09387,1.09351,1.093562
2024-10-12 07:45:00,1.093562,1.09408,1.09331,1.09355
2024-10-14 09:15:00,1.09307,1.09322,1.09291,1.09309
2024-10-14 09:30:00,1.0931,1.09325,1.09286,1.092907
2024-10-14 09:45:00,1.092928,1.09298,1.09267,1.092725
2024-10-14 10:00:00,1.092763,1.09289,1.09252,1.092583
2024-10-14 10:15:00,1.092607,1.09274,1.09237,1.092602
2024-10-14 10:30:00,1.092612,1.09266,1.09223,1.092297
2024-10-14 10:45:00,1.092287,1.09246,1.09218,1.092322
2024-10-14 11:00:00,1.092337,1.09249,1.0915,1.091782
2024-10-14 11:15:00,1.091757,1.09246,1.0917,1.092248
2024-10-14 11:30:00,1.092232,1.09241,1.09195,1.092067
2024-10-14 11:45:00,1.092053,1.0923,1.09185,1.092157
2024-10-14 12:00:00,1.092147,1.09219,1.09177,1.09199
2024-10-14 12:15:00,1.092008,1.09239,1.09197,1.092232
2024-10-14 12:30:00,1.092223,1.0926,1.09189,1.092357
2024-10-14 12:45:00,1.092347,1.09257,1.0922,1.092342
2024-10-14 13:00:00,1.092318,1.09239,1.0918,1.09232
2024-10-14 13:15:00,1.09232,1.09253,1.09213,1.09243
2024-10-14 13:30:00,1.092433,1.09272,1.09236,1.09249
2024-10-14 13:45:00,1.09251,1.09269,1.09237,1.092475
2024-10-14 14:00:00,1.092483,1.09276,1.09233,1.09268
2024-10-14 14:15:00,1.092667,1.09297,1.09255,1.092923
2024-10-14 14:30:00,1.092897,1.09296,1.0927,1.092773
2024-10-14 14:45:00,1.092757,1.09283,1.09251,1.092577
2024-10-14 15:00:00,1.092553,1.09263,1.09241,1.09252
2024-10-14 15:15:00,1.09251,1.09255,1.09229,1.09241
2024-10-14 15:30:00,1.09241,1.09251,1.09232,1.092398
2024-10-14 15:45:00,1.092398,1.09251,1.09234,1.092383
2024-10-14 16:00:00,1.092388,1.09252,1.09221,1.092367
2024-10-14 16:15:00,1.09239,1.09262,1.09233,1.092483
2024-10-14 16:30:00,1.092472,1.09256,1.0923,1.09242
2024-10-14 16:45:00,1.09243,1.09269,1.09239,1.09261
2024-10-14 17:00:00,1.09262,1.09308,1.09259,1.09289
2024-10-14 17:15:00,1.09291,1.09305,1.09269,1.09288
2024-10-14 17:30:00,1.09288,1.09306,1.09268,1.09292
2024-10-14 17:45:00,1.09295,1.093,1.09246,1.092507
2024-10-14 18:00:00,1.09251,1.09287,1.09236,1.09282
2024-10-14 18:15:00,1.09282,1.09309,1.09257,1.092635
2024-10-14 18:30:00,1.092625,1.09315,1.09252,1.09301
2024-10-14 18:45:00,1.09299,1.09305,1.09247,1.09284
2024-10-14 19:00:00,1.09282,1.09321,1.09274,1.09287
2024-10-14 19:15:00,1.09287,1.09297,1.09267,1.09272
2024-10-14 19:30:00,1.09272,1.09316,1.09258,1.092912
2024-10-14 19:45:00,1.092903,1.09304,1.09234,1.0927
2024-10-14 20:00:00,1.09274,1.09341,1.09264,1.09332
2024-10-14 20:15:00,1.09331,1.09371,1.09325,1.09348
2024-10-14 20:30:00,1.09347,1.0935,1.09311,1.09326
2024-10-14 20:45:00,1.09326,1.09337,1.09274,1.09289
2024-10-14 21:00:00,1.09289,1.09305,1.0925,1.09292
2024-10-14 21:15:00,1.09291,1.09303,1.09268,1.09274
2024-10-14 21:30:00,1.09273,1.09282,1.09249,1.09254
2024-10-14 21:45:00,1.09255,1.09261,1.09218,1.09228
2024-10-14 22:00:00,1.09229,1.0925,1.09184,1.09191
2024-10-14 22:15:00,1.09191,1.09218,1.09145,1.091572
2024-10-14 22:30:00,1.091547,1.09173,1.09131,1.091477
2024-10-14 22:45:00,1.091503,1.09156,1.09088,1.09128
2024-10-14 23:00:00,1.09126,1.09156,1.0911,1.09127
2024-10-14 23:15:00,1.09129,1.09173,1.09114,1.09151
2024-10-14 23:30:00,1.091513,1.09165,1.09073,1.09091
2024-10-14 23:45:00,1.09091,1.09125,1.0907,1.09098
2024-10-15 00:00:00,1.09095,1.09114,1.09044,1.091028
2024-10-15 00:15:00,1.091058,1.09143,1.09057,1.09105
2024-10-15 00:30:00,1.09105,1.0919,1.09083,1.091803
2024-10-15 00:45:00,1.09187,1.09277,1.0917,1.091928
2024-10-15 01:00:00,1.091908,1.09196,1.09082,1.090912
2024-10-15 01:15:00,1.09092,1.09167,1.09077,1.09109
