,datetime,type,direction,high,low,Retested
0,2024-12-11 22:49:00,Fair Value Gap,bullish,1.05012,1.05006,False
1,2024-12-11 23:01:00,Fair Value Gap,bullish,1.05054,1.05044,False
2,2024-12-11 23:14:00,Fair Value Gap,bullish,1.05126,1.05096,False
3,2024-12-11 23:16:00,Fair Value Gap,bullish,1.05117,1.051,False
4,2024-12-11 23:19:00,Order Block,bullish,1.05082,1.05069,False
5,2024-12-11 23:24:00,Fair Value Gap,bearish,1.05145,1.05137,False
6,2024-12-11 23:26:00,Fair Value Gap,bearish,1.05141,1.05103,False
7,2024-12-11 23:31:00,Fair Value Gap,bearish,1.05067,1.05056,False
8,2024-12-11 23:34:00,Order Block,bearish,1.05056,1.05069,False
9,2024-12-11 23:41:00,Fair Value Gap,bullish,1.05069,1.05065,False
10,2024-12-11 23:43:00,Order Block,bullish,1.05091,1.05037,False
11,2024-12-11 23:48:00,Fair Value Gap,bearish,1.0505,1.05038,False
12,2024-12-11 23:52:00,Order Block,bearish,1.05065,1.05006,False
13,2024-12-11 23:54:00,Fair Value Gap,bullish,1.05048,1.05037,False
14,2024-12-11 23:56:00,Fair Value Gap,bullish,1.05056,1.05048,False
15,2024-12-11 23:58:00,Fair Value Gap,bearish,1.05056,1.05051,False
16,2024-12-12 00:06:00,Fair Value Gap,bullish,1.05081,1.05071,False
17,2024-12-12 00:19:00,Fair Value Gap,bullish,1.05079,1.0507,False
18,2024-12-12 00:21:00,Fair Value Gap,bullish,1.05097,1.05082,False
19,2024-12-12 00:24:00,Fair Value Gap,bullish,1.05114,1.05113,False
20,2024-12-12 00:26:00,Fair Value Gap,bullish,1.05128,1.05114,False
21,2024-12-12 00:27:00,Fair Value Gap,bullish,1.05143,1.05141,False
22,2024-12-12 00:28:00,Order Block,bullish,1.05161,1.05083,False
23,2024-12-12 00:33:00,Order Block,bearish,1.05214,1.0512,False
24,2024-12-12 00:34:00,Fair Value Gap,bullish,1.05174,1.05141,False
25,2024-12-12 00:36:00,Fair Value Gap,bullish,1.05196,1.0517,False
26,2024-12-12 00:39:00,Fair Value Gap,bearish,1.05207,1.05203,False
27,2024-12-12 00:42:00,Fair Value Gap,bullish,1.05251,1.05203,False
28,2024-12-12 00:43:00,Fair Value Gap,bullish,1.05268,1.05264,False
29,2024-12-12 00:44:00,Fair Value Gap,bullish,1.05323,1.05302,False
30,2024-12-12 00:46:00,Fair Value Gap,bullish,1.05341,1.0534,False
31,2024-12-12 00:48:00,Fair Value Gap,bearish,1.05341,1.05317,False
32,2024-12-12 00:48:00,Order Block,bullish,1.05373,1.05133,False
33,2024-12-12 00:52:00,Fair Value Gap,bearish,1.05262,1.05231,False
34,2024-12-12 00:56:00,Fair Value Gap,bullish,1.05244,1.05241,False
35,2024-12-12 01:08:00,Fair Value Gap,bearish,1.05222,1.05218,False
36,2024-12-12 01:14:00,Fair Value Gap,bullish,1.05177,1.05154,False
37,2024-12-12 01:19:00,Fair Value Gap,bearish,1.05148,1.05146,False
38,2024-12-12 01:31:00,Fair Value Gap,bearish,1.05063,1.05042,False
39,2024-12-12 01:33:00,Fair Value Gap,bullish,1.05047,1.05042,False
40,2024-12-12 01:36:00,Fair Value Gap,bearish,1.05047,1.0504,False
41,2024-12-12 01:48:00,Fair Value Gap,bearish,1.05032,1.05011,False
42,2024-12-12 01:52:00,Fair Value Gap,bullish,1.04987,1.04985,False
43,2024-12-12 02:01:00,Fair Value Gap,bearish,1.04986,1.04938,False
44,2024-12-12 02:03:00,Fair Value Gap,bullish,1.04968,1.04938,False
45,2024-12-12 02:03:00,Order Block,bearish,1.05031,1.04904,False
46,2024-12-12 02:12:00,Fair Value Gap,bullish,1.05027,1.05019,False
47,2024-12-12 02:13:00,Fair Value Gap,bullish,1.05044,1.05042,False
48,2024-12-12 02:22:00,Order Block,bullish,1.05082,1.05032,False
49,2024-12-12 02:27:00,Fair Value Gap,bearish,1.04994,1.04991,False
50,2024-12-12 02:32:00,Fair Value Gap,bearish,1.04955,1.04939,False
51,2024-12-12 02:33:00,Fair Value Gap,bearish,1.04926,1.04916,False
52,2024-12-12 02:51:00,Order Block,bearish,1.04928,1.04799,False
53,2024-12-12 02:54:00,Fair Value Gap,bullish,1.04888,1.04861,False
54,2024-12-12 03:11:00,Fair Value Gap,bullish,1.04948,1.04942,False
55,2024-12-12 03:13:00,Order Block,bullish,1.04969,1.04878,False
56,2024-12-12 03:16:00,Fair Value Gap,bearish,1.04955,1.04954,False
57,2024-12-12 03:18:00,Fair Value Gap,bearish,1.04921,1.04909,False
58,2024-12-12 03:23:00,Fair Value Gap,bearish,1.04888,1.04873,False
59,2024-12-12 03:26:00,Fair Value Gap,bullish,1.04877,1.04873,False
60,2024-12-12 03:26:00,Order Block,bearish,1.04915,1.04851,False
61,2024-12-12 03:27:00,Fair Value Gap,bullish,1.04891,1.04886,False
62,2024-12-12 03:34:00,Fair Value Gap,bullish,1.04938,1.04914,False
63,2024-12-12 03:36:00,Fair Value Gap,bullish,1.0496,1.04924,False
64,2024-12-12 03:41:00,Fair Value Gap,bullish,1.05032,1.05023,False
65,2024-12-12 03:56:00,Fair Value Gap,bearish,1.05098,1.05095,False
66,2024-12-12 04:01:00,Fair Value Gap,bullish,1.05089,1.05088,False
67,2024-12-12 04:02:00,Order Block,bullish,1.05112,1.05068,False
68,2024-12-12 04:07:00,Fair Value Gap,bearish,1.05086,1.05075,False
69,2024-12-12 04:17:00,Fair Value Gap,bearish,1.05009,1.05002,False
70,2024-12-12 04:26:00,Fair Value Gap,bearish,1.04958,1.0495,False
71,2024-12-12 04:49:00,Fair Value Gap,bearish,1.04928,1.04925,False
72,2024-12-12 04:53:00,Fair Value Gap,bearish,1.04905,1.04902,False
73,2024-12-12 04:54:00,Fair Value Gap,bearish,1.04887,1.04877,False
74,2024-12-12 04:56:00,Fair Value Gap,bearish,1.04878,1.04875,False
75,2024-12-12 04:58:00,Order Block,bearish,1.0496,1.04858,False
76,2024-12-12 04:59:00,Fair Value Gap,bullish,1.04896,1.04879,False
77,2024-12-12 05:01:00,Fair Value Gap,bullish,1.0491,1.04886,False
78,2024-12-12 05:02:00,Fair Value Gap,bullish,1.04951,1.04921,False
79,2024-12-12 05:09:00,Order Block,bullish,1.0499,1.04943,False
80,2024-12-12 05:39:00,Fair Value Gap,bearish,1.04968,1.04946,False
81,2024-12-12 05:41:00,Fair Value Gap,bearish,1.0496,1.04932,False
82,2024-12-12 05:48:00,Fair Value Gap,bearish,1.04899,1.04874,False
83,2024-12-12 05:53:00,Fair Value Gap,bearish,1.04851,1.0485,False
84,2024-12-12 06:04:00,Fair Value Gap,bearish,1.04851,1.0484,False
85,2024-12-12 06:06:00,Fair Value Gap,bearish,1.04834,1.04831,False
86,2024-12-12 06:07:00,Order Block,bearish,1.04878,1.04834,False
87,2024-12-12 06:09:00,Fair Value Gap,bullish,1.04845,1.04831,False
88,2024-12-12 06:24:00,Fair Value Gap,bullish,1.04873,1.04864,False
89,2024-12-12 06:26:00,Fair Value Gap,bullish,1.04876,1.04858,False
90,2024-12-12 06:59:00,Fair Value Gap,bullish,1.04918,1.04914,False
91,2024-12-12 07:01:00,Fair Value Gap,bullish,1.04924,1.04919,False
92,2024-12-12 07:07:00,Fair Value Gap,bearish,1.0493,1.04927,False
93,2024-12-12 07:24:00,Order Block,bullish,1.04952,1.04932,False
94,2024-12-12 07:43:00,Fair Value Gap,bearish,1.04929,1.04926,False
95,2024-12-12 07:47:00,Fair Value Gap,bullish,1.04928,1.04926,False
96,2024-12-12 07:56:00,Order Block,bearish,1.04943,1.04894,False
97,2024-12-12 07:57:00,Fair Value Gap,bullish,1.04924,1.04912,False
98,2024-12-12 08:01:00,Fair Value Gap,bullish,1.04944,1.0494,False
99,2024-12-12 08:09:00,Fair Value Gap,bearish,1.04952,1.04943,False
100,2024-12-12 10:46:00,Fair Value Gap,bullish,1.05041,1.05036,False
101,2024-12-12 11:03:00,Fair Value Gap,bullish,1.05065,1.05064,False
102,2024-12-12 11:09:00,Order Block,bullish,1.05091,1.05047,False
103,2024-12-12 11:26:00,Fair Value Gap,bearish,1.05049,1.05045,False
104,2024-12-12 11:56:00,Order Block,bearish,1.05066,1.05047,False
105,2024-12-12 11:59:00,Fair Value Gap,bullish,1.05057,1.05048,False
106,2024-12-12 12:22:00,Fair Value Gap,bullish,1.05075,1.05063,False
107,2024-12-12 12:23:00,Order Block,bullish,1.05062,1.0503,False
108,2024-12-12 12:31:00,Fair Value Gap,bearish,1.0507,1.0506,False
109,2024-12-12 13:08:00,Fair Value Gap,bearish,1.05055,1.05047,False
110,2024-12-12 13:16:00,Fair Value Gap,bearish,1.05045,1.05044,False
111,2024-12-12 13:52:00,Fair Value Gap,bearish,1.05037,1.05032,False
112,2024-12-12 14:14:00,Fair Value Gap,bullish,1.05029,1.05022,False
113,2024-12-12 14:14:00,Order Block,bearish,1.0504,1.05009,False
114,2024-12-12 14:16:00,Fair Value Gap,bullish,1.0503,1.05023,False
115,2024-12-12 14:29:00,Fair Value Gap,bullish,1.05079,1.05076,False
116,2024-12-12 14:34:00,Order Block,bullish,1.05068,1.05068,False
117,2024-12-12 14:36:00,Fair Value Gap,bearish,1.05075,1.05072,False
118,2024-12-12 14:49:00,Order Block,bearish,1.05062,1.05049,False
119,2024-12-12 15:04:00,Fair Value Gap,bullish,1.05056,1.05054,False
120,2024-12-12 15:06:00,Fair Value Gap,bullish,1.05059,1.05052,False
121,2024-12-12 15:29:00,Order Block,bullish,1.05093,1.05072,False
122,2024-12-12 15:29:00,Fair Value Gap,bearish,1.05081,1.0508,False
123,2024-12-12 15:36:00,Fair Value Gap,bearish,1.05066,1.05059,False
124,2024-12-12 15:41:00,Order Block,bearish,1.05081,1.05041,False
125,2024-12-12 15:48:00,Order Block,bullish,1.05064,1.05047,False
126,2024-12-12 15:51:00,Order Block,bearish,1.05062,1.05042,False
127,2024-12-12 15:54:00,Fair Value Gap,bullish,1.05066,1.05064,False
128,2024-12-12 15:56:00,Fair Value Gap,bullish,1.05075,1.05064,False
129,2024-12-12 15:59:00,Order Block,bullish,1.05096,1.05049,False
130,2024-12-12 16:31:00,Fair Value Gap,bearish,1.05059,1.05052,False
131,2024-12-12 16:33:00,Order Block,bearish,1.05069,1.05046,False
132,2024-12-12 16:34:00,Fair Value Gap,bullish,1.05061,1.05057,False
133,2024-12-12 16:36:00,Fair Value Gap,bullish,1.05069,1.05067,False
134,2024-12-12 16:38:00,Order Block,bullish,1.05083,1.05043,False
135,2024-12-12 16:43:00,Fair Value Gap,bearish,1.05056,1.05055,False
136,2024-12-12 16:44:00,Order Block,bearish,1.0507,1.05056,False
137,2024-12-12 16:52:00,Fair Value Gap,bearish,1.0506,1.05055,False
138,2024-12-12 17:08:00,Order Block,bullish,1.05075,1.05069,False
139,2024-12-12 17:12:00,Fair Value Gap,bearish,1.05066,1.05063,False
140,2024-12-12 17:14:00,Order Block,bearish,1.05082,1.05047,False
141,2024-12-12 17:54:00,Fair Value Gap,bullish,1.05114,1.051,False
142,2024-12-12 17:56:00,Fair Value Gap,bullish,1.05114,1.05108,False
143,2024-12-12 18:02:00,Fair Value Gap,bullish,1.05146,1.05143,False
144,2024-12-12 18:04:00,Fair Value Gap,bullish,1.05182,1.0518,False
145,2024-12-12 18:06:00,Fair Value Gap,bullish,1.05205,1.05189,False
146,2024-12-12 18:14:00,Fair Value Gap,bullish,1.05256,1.05254,False
147,2024-12-12 18:16:00,Fair Value Gap,bullish,1.05283,1.05259,False
148,2024-12-12 18:18:00,Order Block,bullish,1.05312,1.05218,False
149,2024-12-12 18:24:00,Fair Value Gap,bearish,1.05252,1.0525,False
150,2024-12-12 18:26:00,Fair Value Gap,bearish,1.05252,1.05251,False
151,2024-12-12 18:37:00,Fair Value Gap,bearish,1.05235,1.05233,False
152,2024-12-12 18:54:00,Fair Value Gap,bearish,1.0524,1.05208,False
153,2024-12-12 18:56:00,Fair Value Gap,bearish,1.05221,1.05215,False
154,2024-12-12 18:58:00,Fair Value Gap,bearish,1.05192,1.0519,False
155,2024-12-12 19:02:00,Fair Value Gap,bearish,1.05173,1.05161,False
156,2024-12-12 19:06:00,Fair Value Gap,bullish,1.0516,1.05159,False
157,2024-12-12 19:12:00,Fair Value Gap,bearish,1.05148,1.05146,False
158,2024-12-12 19:23:00,Fair Value Gap,bullish,1.05166,1.05163,False
159,2024-12-12 19:29:00,Fair Value Gap,bearish,1.05149,1.05087,False
160,2024-12-12 19:31:00,Fair Value Gap,bearish,1.0511,1.05104,False
161,2024-12-12 19:32:00,Fair Value Gap,bullish,1.05088,1.05087,False
162,2024-12-12 19:41:00,Fair Value Gap,bearish,1.05086,1.05077,False
163,2024-12-12 19:51:00,Fair Value Gap,bullish,1.05097,1.05077,False
164,2024-12-12 20:09:00,Fair Value Gap,bullish,1.05112,1.05087,False
165,2024-12-12 20:11:00,Fair Value Gap,bullish,1.05113,1.05111,False
166,2024-12-12 20:21:00,Fair Value Gap,bullish,1.05141,1.05136,False
167,2024-12-12 20:26:00,Fair Value Gap,bearish,1.0515,1.05146,False
168,2024-12-12 20:33:00,Fair Value Gap,bearish,1.05115,1.05113,False
169,2024-12-12 20:36:00,Fair Value Gap,bullish,1.05142,1.05113,False
170,2024-12-12 20:59:00,Fair Value Gap,bullish,1.05112,1.05103,False
171,2024-12-12 21:01:00,Fair Value Gap,bullish,1.05122,1.05106,False
172,2024-12-12 21:33:00,Fair Value Gap,bearish,1.05074,1.05064,False
173,2024-12-12 21:54:00,Fair Value Gap,bearish,1.05008,1.04994,False
174,2024-12-12 21:56:00,Fair Value Gap,bearish,1.04991,1.04986,False
175,2024-12-12 21:59:00,Order Block,bearish,1.05033,1.0495,False
176,2024-12-12 22:02:00,Fair Value Gap,bullish,1.04974,1.04969,False
177,2024-12-12 22:29:00,Fair Value Gap,bullish,1.05044,1.05036,False
178,2024-12-12 22:31:00,Fair Value Gap,bullish,1.05058,1.05036,False
179,2024-12-12 22:32:00,Order Block,bullish,1.05032,1.04988,False
180,2024-12-12 22:48:00,Fair Value Gap,bearish,1.0505,1.05043,False
181,2024-12-12 22:59:00,Fair Value Gap,bearish,1.05024,1.05011,False
182,2024-12-12 23:01:00,Fair Value Gap,bearish,1.05022,1.05017,False
183,2024-12-12 23:04:00,Fair Value Gap,bullish,1.05026,1.05021,False
184,2024-12-12 23:07:00,Fair Value Gap,bearish,1.05026,1.05024,False
185,2024-12-12 23:08:00,Fair Value Gap,bearish,1.05016,1.04998,False
186,2024-12-12 23:22:00,Fair Value Gap,bearish,1.0496,1.04947,False
187,2024-12-12 23:23:00,Order Block,bearish,1.04972,1.0497,False
188,2024-12-12 23:27:00,Fair Value Gap,bullish,1.04967,1.04957,False
189,2024-12-12 23:44:00,Fair Value Gap,bullish,1.05017,1.0501,False
190,2024-12-12 23:46:00,Order Block,bullish,1.04991,1.04984,False
191,2024-12-12 23:54:00,Fair Value Gap,bearish,1.04965,1.04913,False
192,2024-12-12 23:56:00,Fair Value Gap,bearish,1.0495,1.04923,False
193,2024-12-13 00:18:00,Order Block,bearish,1.04917,1.0469,False
194,2024-12-13 00:24:00,Fair Value Gap,bearish,1.04859,1.04831,False
195,2024-12-13 00:36:00,Fair Value Gap,bullish,1.0488,1.04876,False
196,2024-12-13 00:44:00,Order Block,bullish,1.0496,1.04912,False
197,2024-12-13 00:58:00,Fair Value Gap,bearish,1.0486,1.04857,False
198,2024-12-13 00:59:00,Order Block,bearish,1.04887,1.04862,False
199,2024-12-13 01:01:00,Fair Value Gap,bullish,1.04865,1.04857,False
200,2024-12-13 01:04:00,Order Block,bullish,1.04889,1.04865,False
201,2024-12-13 01:06:00,Fair Value Gap,bearish,1.04869,1.04856,False
202,2024-12-13 01:09:00,Fair Value Gap,bearish,1.0484,1.04831,False
203,2024-12-13 01:11:00,Fair Value Gap,bearish,1.04851,1.04827,False
204,2024-12-13 01:12:00,Fair Value Gap,bearish,1.04796,1.04763,False
205,2024-12-13 01:14:00,Order Block,bearish,1.04914,1.04718,False
206,2024-12-13 01:18:00,Fair Value Gap,bullish,1.04809,1.04782,False
207,2024-12-13 01:26:00,Fair Value Gap,bearish,1.04845,1.04808,False
208,2024-12-13 01:26:00,Order Block,bullish,1.04783,1.04801,False
209,2024-12-13 01:28:00,Order Block,bearish,1.04891,1.04742,False
210,2024-12-13 01:37:00,Fair Value Gap,bullish,1.04848,1.04844,False
211,2024-12-13 01:39:00,Fair Value Gap,bullish,1.04943,1.04873,False
212,2024-12-13 01:41:00,Fair Value Gap,bullish,1.04958,1.04923,False
213,2024-12-13 01:44:00,Fair Value Gap,bullish,1.05103,1.05031,False
214,2024-12-13 01:52:00,Fair Value Gap,bullish,1.05141,1.05098,False
215,2024-12-13 02:01:00,Order Block,bullish,1.05158,1.05111,False
216,2024-12-13 02:02:00,Fair Value Gap,bearish,1.05143,1.05138,False
217,2024-12-13 02:03:00,Fair Value Gap,bearish,1.05126,1.05123,False
218,2024-12-13 02:07:00,Fair Value Gap,bearish,1.05108,1.05089,False
219,2024-12-13 02:08:00,Fair Value Gap,bearish,1.05079,1.05072,False
220,2024-12-13 02:19:00,Fair Value Gap,bearish,1.04978,1.04943,False
221,2024-12-13 02:29:00,Fair Value Gap,bearish,1.0484,1.04824,False
222,2024-12-13 02:33:00,Fair Value Gap,bearish,1.04798,1.04797,False
223,2024-12-13 02:34:00,Fair Value Gap,bearish,1.04785,1.04746,False
224,2024-12-13 02:36:00,Fair Value Gap,bearish,1.04748,1.04742,False
225,2024-12-13 02:44:00,Order Block,bearish,1.0473,1.04634,False
226,2024-12-13 02:56:00,Fair Value Gap,bullish,1.04697,1.04696,False
227,2024-12-13 03:04:00,Fair Value Gap,bullish,1.04795,1.04786,False
228,2024-12-13 03:06:00,Fair Value Gap,bullish,1.04816,1.04777,False
229,2024-12-13 03:07:00,Fair Value Gap,bullish,1.04843,1.04829,False
230,2024-12-13 03:14:00,Fair Value Gap,bullish,1.04916,1.04864,False
231,2024-12-13 03:16:00,Fair Value Gap,bullish,1.04928,1.04886,False
232,2024-12-13 03:19:00,Fair Value Gap,bearish,1.04941,1.04924,False
233,2024-12-13 03:23:00,Fair Value Gap,bearish,1.04901,1.04896,False
234,2024-12-13 03:24:00,Fair Value Gap,bullish,1.04912,1.04908,False
235,2024-12-13 03:26:00,Fair Value Gap,bullish,1.04902,1.04896,False
236,2024-12-13 03:29:00,Fair Value Gap,bullish,1.04963,1.04935,False
237,2024-12-13 03:31:00,Fair Value Gap,bullish,1.04958,1.04952,False
238,2024-12-13 03:34:00,Fair Value Gap,bullish,1.04985,1.04982,False
239,2024-12-13 03:38:00,Fair Value Gap,bullish,1.05025,1.05011,False
240,2024-12-13 03:49:00,Fair Value Gap,bullish,1.05087,1.05068,False
241,2024-12-13 03:54:00,Fair Value Gap,bullish,1.05127,1.05123,False
242,2024-12-13 03:56:00,Fair Value Gap,bullish,1.05127,1.05122,False
243,2024-12-13 04:13:00,Fair Value Gap,bullish,1.05143,1.05133,False
244,2024-12-13 04:17:00,Order Block,bullish,1.05164,1.05104,False
245,2024-12-13 04:18:00,Fair Value Gap,bearish,1.05137,1.0513,False
246,2024-12-13 04:19:00,Fair Value Gap,bearish,1.05119,1.05082,False
247,2024-12-13 04:21:00,Fair Value Gap,bearish,1.05086,1.05078,False
248,2024-12-13 04:23:00,Fair Value Gap,bearish,1.05052,1.05039,False
249,2024-12-13 04:24:00,Fair Value Gap,bearish,1.05027,1.05022,False
250,2024-12-13 04:27:00,Fair Value Gap,bullish,1.05032,1.05022,False
251,2024-12-13 04:36:00,Fair Value Gap,bearish,1.05031,1.05022,False
252,2024-12-13 04:39:00,Fair Value Gap,bearish,1.05001,1.0498,False
253,2024-12-13 04:44:00,Fair Value Gap,bullish,1.04988,1.04983,False
254,2024-12-13 04:46:00,Fair Value Gap,bullish,1.04996,1.04985,False
255,2024-12-13 05:04:00,Fair Value Gap,bearish,1.04957,1.04942,False
256,2024-12-13 05:09:00,Fair Value Gap,bullish,1.04954,1.04953,False
257,2024-12-13 05:34:00,Fair Value Gap,bearish,1.04902,1.04894,False
258,2024-12-13 05:39:00,Fair Value Gap,bearish,1.0488,1.04852,False
259,2024-12-13 05:41:00,Fair Value Gap,bearish,1.04861,1.04857,False
260,2024-12-13 05:57:00,Fair Value Gap,bearish,1.04846,1.04845,False
261,2024-12-13 05:58:00,Fair Value Gap,bearish,1.04835,1.04834,False
262,2024-12-13 05:59:00,Fair Value Gap,bearish,1.0482,1.04817,False
263,2024-12-13 06:24:00,Fair Value Gap,bearish,1.04814,1.04811,False
264,2024-12-13 06:26:00,Fair Value Gap,bearish,1.04817,1.04807,False
265,2024-12-13 06:28:00,Fair Value Gap,bearish,1.04783,1.04777,False
266,2024-12-13 06:33:00,Order Block,bearish,1.04777,1.04768,False
267,2024-12-13 06:47:00,Order Block,bullish,1.04781,1.04744,False
268,2024-12-13 06:49:00,Fair Value Gap,bearish,1.04771,1.04764,False
269,2024-12-13 07:07:00,Order Block,bearish,1.0473,1.04711,False
270,2024-12-13 07:16:00,Fair Value Gap,bullish,1.04727,1.04718,False
271,2024-12-13 07:21:00,Order Block,bullish,1.04744,1.04724,False
272,2024-12-13 07:36:00,Fair Value Gap,bearish,1.04692,1.04686,False
273,2024-12-13 07:41:00,Fair Value Gap,bearish,1.04664,1.04662,False
274,2024-12-13 07:44:00,Order Block,bearish,1.04678,1.04644,False
275,2024-12-13 08:04:00,Fair Value Gap,bullish,1.04677,1.04675,False
276,2024-12-13 08:06:00,Fair Value Gap,bullish,1.04678,1.04674,False
277,2024-12-13 08:07:00,Fair Value Gap,bullish,1.04702,1.04689,False
278,2024-12-13 08:09:00,Order Block,bullish,1.04725,1.0465,False
279,2024-12-13 08:13:00,Fair Value Gap,bearish,1.04697,1.04696,False
280,2024-12-13 08:14:00,Fair Value Gap,bearish,1.04691,1.04679,False
281,2024-12-13 08:23:00,Fair Value Gap,bullish,1.04663,1.04655,False
282,2024-12-13 08:36:00,Fair Value Gap,bearish,1.04674,1.04673,False
283,2024-12-13 08:46:00,Order Block,bearish,1.04691,1.04637,False
284,2024-12-13 08:48:00,Fair Value Gap,bullish,1.04654,1.04652,False
285,2024-12-13 09:59:00,Fair Value Gap,bearish,1.04682,1.04675,False
286,2024-12-13 10:01:00,Fair Value Gap,bearish,1.0468,1.04668,False
287,2024-12-13 10:04:00,Fair Value Gap,bullish,1.04678,1.04663,False
288,2024-12-13 10:06:00,Fair Value Gap,bullish,1.04697,1.04679,False
289,2024-12-13 10:16:00,Fair Value Gap,bullish,1.04705,1.04701,False
290,2024-12-13 10:24:00,Fair Value Gap,bullish,1.04722,1.04721,False
291,2024-12-13 10:28:00,Fair Value Gap,bearish,1.04722,1.04719,False
292,2024-12-13 10:44:00,Fair Value Gap,bullish,1.04729,1.04716,False
293,2024-12-13 10:52:00,Order Block,bullish,1.04681,1.04725,False
294,2024-12-13 11:01:00,Fair Value Gap,bearish,1.04731,1.04721,False
295,2024-12-13 11:02:00,Order Block,bearish,1.04742,1.04726,False
296,2024-12-13 11:06:00,Fair Value Gap,bullish,1.0473,1.04729,False
297,2024-12-13 11:44:00,Order Block,bullish,1.04768,1.04733,False
298,2024-12-13 11:46:00,Fair Value Gap,bearish,1.04753,1.04742,False
299,2024-12-13 11:49:00,Order Block,bearish,1.04774,1.04722,False
300,2024-12-13 11:52:00,Fair Value Gap,bullish,1.04768,1.0476,False
301,2024-12-13 11:57:00,Order Block,bullish,1.0481,1.04725,False
302,2024-12-13 12:14:00,Fair Value Gap,bearish,1.04747,1.04734,False
303,2024-12-13 12:16:00,Fair Value Gap,bearish,1.0473,1.04728,False
304,2024-12-13 12:26:00,Fair Value Gap,bearish,1.04703,1.04686,False
305,2024-12-13 12:29:00,Fair Value Gap,bearish,1.04674,1.04666,False
306,2024-12-13 12:31:00,Fair Value Gap,bearish,1.04668,1.04657,False
307,2024-12-13 12:34:00,Order Block,bearish,1.04657,1.04642,False
308,2024-12-13 12:42:00,Fair Value Gap,bullish,1.04677,1.04671,False
309,2024-12-13 12:44:00,Order Block,bullish,1.04695,1.04648,False
310,2024-12-13 13:48:00,Fair Value Gap,bearish,1.04636,1.04634,False
311,2024-12-13 13:49:00,Fair Value Gap,bearish,1.04624,1.04621,False
312,2024-12-13 13:51:00,Fair Value Gap,bearish,1.04618,1.04617,False
313,2024-12-13 14:01:00,Fair Value Gap,bullish,1.04617,1.04616,False
314,2024-12-13 14:51:00,Fair Value Gap,bearish,1.04631,1.0463,False
315,2024-12-13 14:54:00,Fair Value Gap,bearish,1.04616,1.04613,False
316,2024-12-13 15:02:00,Fair Value Gap,bullish,1.04603,1.04601,False
317,2024-12-13 15:14:00,Fair Value Gap,bearish,1.04589,1.04582,False
318,2024-12-13 15:17:00,Order Block,bearish,1.04656,1.0456,False
319,2024-12-13 15:19:00,Fair Value Gap,bullish,1.04589,1.04586,False
320,2024-12-13 15:38:00,Fair Value Gap,bullish,1.04615,1.0461,False
321,2024-12-13 16:07:00,Order Block,bullish,1.04651,1.04622,False
322,2024-12-13 16:11:00,Fair Value Gap,bearish,1.04625,1.04622,False
323,2024-12-13 16:13:00,Order Block,bearish,1.04637,1.04608,False
324,2024-12-13 16:54:00,Fair Value Gap,bullish,1.04643,1.04641,False
325,2024-12-13 16:56:00,Fair Value Gap,bullish,1.04637,1.04633,False
326,2024-12-13 16:57:00,Order Block,bullish,1.04626,1.04622,False
327,2024-12-13 17:11:00,Fair Value Gap,bearish,1.04627,1.04626,False
328,2024-12-13 17:24:00,Fair Value Gap,bearish,1.04586,1.04582,False
329,2024-12-13 17:26:00,Order Block,bearish,1.04625,1.04568,False
330,2024-12-13 17:58:00,Order Block,bullish,1.04661,1.04631,False
331,2024-12-13 17:59:00,Fair Value Gap,bearish,1.04647,1.0464,False
332,2024-12-13 18:04:00,Fair Value Gap,bearish,1.04599,1.04591,False
333,2024-12-13 18:06:00,Fair Value Gap,bearish,1.04606,1.04587,False
334,2024-12-13 18:23:00,Fair Value Gap,bearish,1.04581,1.04571,False
335,2024-12-13 18:24:00,Fair Value Gap,bearish,1.0456,1.04558,False
336,2024-12-13 18:27:00,Order Block,bearish,1.04601,1.04549,False
337,2024-12-13 18:34:00,Fair Value Gap,bullish,1.04578,1.04573,False
338,2024-12-13 18:39:00,Fair Value Gap,bullish,1.04606,1.04601,False
339,2024-12-13 18:41:00,Fair Value Gap,bullish,1.04602,1.04601,False
340,2024-12-13 18:44:00,Fair Value Gap,bearish,1.04604,1.04596,False
341,2024-12-13 18:53:00,Fair Value Gap,bullish,1.04627,1.04625,False
342,2024-12-13 18:56:00,Fair Value Gap,bearish,1.04627,1.04609,False
343,2024-12-13 19:04:00,Fair Value Gap,bullish,1.04644,1.04641,False
344,2024-12-13 19:12:00,Fair Value Gap,bullish,1.04686,1.04683,False
345,2024-12-13 19:16:00,Order Block,bullish,1.04722,1.04686,False
346,2024-12-13 19:19:00,Fair Value Gap,bearish,1.04678,1.04673,False
347,2024-12-13 19:21:00,Fair Value Gap,bearish,1.04679,1.04661,False
348,2024-12-13 19:27:00,Order Block,bearish,1.04696,1.04624,False
349,2024-12-13 19:27:00,Fair Value Gap,bullish,1.04658,1.04642,False
350,2024-12-13 20:02:00,Fair Value Gap,bearish,1.04682,1.04681,False
351,2024-12-13 20:54:00,Fair Value Gap,bullish,1.04787,1.04762,False
352,2024-12-13 20:56:00,Fair Value Gap,bullish,1.04855,1.0477,False
353,2024-12-13 20:57:00,Fair Value Gap,bullish,1.049,1.04872,False
354,2024-12-13 20:59:00,Fair Value Gap,bearish,1.049,1.04861,False
355,2024-12-13 21:03:00,Fair Value Gap,bullish,1.0487,1.04855,False
